Entry Time,Exit Time,Plate Number,Duration (hours),Fare (₹)
2026-01-11 01:16:19,,UNKNOWN_276,,
2026-01-11 01:16:31,,UNKNOWN_314,,
2026-01-11 01:17:09,,UNKNOWN_407,,
2026-01-11 01:17:41,,UNKNOWN_461,,
