Entry Time,Exit Time,Plate Number,Duration (hours),Fare (₹)
2026-01-10 23:55:14,,K884RS,,
2026-01-10 23:55:14,2026-01-10 23:55:16,K884RS,0.0,50.0
2026-01-10 23:55:25,,K884RS,,
2026-01-10 23:58:09,,UNKNOWN_698,,
2026-01-10 23:58:10,,UNKNOWN_649,,
